time,power,energy
0,50,0
5,570,0.4305555555555555
10,570,1.222222222222222
15,570,2.013888888888889
20,570,2.8055555555555554
25,570,3.597222222222222
30,570,4.388888888888888
35,570,5.180555555555555
40,570,5.972222222222222
45,570,6.763888888888889
50,570,7.555555555555556
55,570,8.347222222222223
60,570,9.13888888888889
65,570,9.930555555555555
70,570,10.722222222222221
75,570,11.513888888888888
80,570,12.305555555555554
85,570,13.09722222222222
90,570,13.888888888888886
95,570,14.680555555555552
100,570,15.472222222222218
105,570,16.263888888888886
110,570,17.055555555555554
115,570,17.84722222222222
120,570,18.63888888888889
125,570,19.430555555555557
130,570,20.222222222222225
135,570,21.013888888888893
140,570,21.80555555555556
145,570,22.59722222222223
150,570,23.388888888888896
155,570,24.180555555555564
160,570,24.972222222222232
165,570,25.7638888888889
170,570,26.555555555555568
175,570,27.347222222222236
180,570,28.138888888888903
185,570,28.93055555555557
190,570,29.72222222222224
195,570,30.513888888888907
200,570,31.305555555555575
205,570,32.09722222222224
210,570,32.88888888888891
215,570,33.68055555555557
220,570,34.472222222222236
225,570,35.2638888888889
230,570,36.055555555555564
235,570,36.84722222222223
240,570,37.63888888888889
245,570,38.43055555555556
250,570,39.22222222222222
255,570,40.013888888888886
260,570,40.80555555555555
265,570,41.597222222222214
270,570,42.38888888888888
275,570,43.18055555555554
280,570,43.97222222222221
285,570,44.76388888888887
290,570,45.555555555555536
295,570,46.3472222222222
300,570,47.138888888888864
305,570,47.93055555555553
310,570,48.72222222222219
315,570,49.51388888888886
320,570,50.30555555555552
325,570,51.097222222222186
330,570,51.88888888888885
335,570,52.680555555555515
340,570,53.47222222222218
345,570,54.26388888888884
350,570,55.05555555555551
355,570,55.84722222222217
360,570,56.638888888888836
365,570,57.4305555555555
370,570,58.222222222222165
375,570,59.01388888888883
380,570,59.80555555555549
385,570,60.59722222222216
390,570,61.38888888888882
395,570,62.180555555555486
400,570,62.97222222222215
405,570,63.763888888888815
410,570,64.55555555555549
415,570,65.34722222222216
420,570,66.13888888888883
425,570,66.9305555555555
430,570,67.72222222222217
435,570,68.51388888888884
440,570,69.30555555555551
445,570,70.09722222222219
450,570,70.88888888888886
455,570,71.68055555555553
460,570,72.4722222222222
465,570,73.26388888888887
470,570,74.05555555555554
475,570,74.84722222222221
480,570,75.63888888888889
485,570,76.43055555555556
490,570,77.22222222222223
495,570,78.0138888888889
500,570,78.80555555555557
505,570,79.59722222222224
510,570,80.38888888888891
515,570,81.18055555555559
520,570,81.97222222222226
525,570,82.76388888888893
530,570,83.5555555555556
535,570,84.34722222222227
540,570,85.13888888888894
545,570,85.93055555555561
550,570,86.72222222222229
555,570,87.51388888888896
560,570,88.30555555555563
565,570,89.0972222222223
570,570,89.88888888888897
575,570,90.68055555555564
580,570,91.47222222222231
585,570,92.26388888888899
590,570,93.05555555555566
595,570,93.84722222222233
600,570,94.638888888889
605,570,95.43055555555567
610,570,96.22222222222234
615,570,97.01388888888901
620,570,97.80555555555569
625,570,98.59722222222236
630,570,99.38888888888903
635,570,100.1805555555557
640,570,100.97222222222237
645,570,101.76388888888904
650,570,102.55555555555571
655,570,103.34722222222238
660,570,104.13888888888906
665,570,104.93055555555573
670,570,105.7222222222224
675,570,106.51388888888907
680,570,107.30555555555574
685,570,108.09722222222241
690,570,108.88888888888908
695,570,109.68055555555576
700,570,110.47222222222243
705,570,111.2638888888891
710,570,112.05555555555577
715,570,112.84722222222244
720,570,113.63888888888911
725,570,114.43055555555578
730,570,115.22222222222246
735,570,116.01388888888913
740,570,116.8055555555558
745,570,117.59722222222247
750,570,118.38888888888914
755,570,119.18055555555581
760,570,119.97222222222248
765,570,120.76388888888916
770,570,121.55555555555583
775,570,122.3472222222225
780,570,123.13888888888917
785,570,123.93055555555584
790,570,124.72222222222251
795,570,125.51388888888918
800,570,126.30555555555586
805,570,127.09722222222253
810,570,127.8888888888892
815,570,128.68055555555586
820,570,129.4722222222225
825,570,130.26388888888917
830,570,131.05555555555583
835,570,131.84722222222248
840,570,132.63888888888914
845,570,133.4305555555558
850,570,134.22222222222246
855,570,135.0138888888891
860,570,135.80555555555577
865,570,136.59722222222243
870,570,137.38888888888908
875,570,138.18055555555574
880,570,138.9722222222224
885,570,139.76388888888906
890,570,140.5555555555557
895,570,141.34722222222237
900,570,142.13888888888903
905,570,142.93055555555569
910,570,143.72222222222234
915,570,144.513888888889
920,570,145.30555555555566
925,570,146.0972222222223
930,570,146.88888888888897
935,570,147.68055555555563
940,570,148.47222222222229
945,570,149.26388888888894
950,570,150.0555555555556
955,570,150.84722222222226
960,570,151.6388888888889
965,570,152.43055555555557
970,570,153.22222222222223
975,570,154.01388888888889
980,570,154.80555555555554
985,570,155.5972222222222
990,570,156.38888888888886
995,570,157.18055555555551
1000,570,157.97222222222217
1005,570,158.76388888888883
1010,570,159.5555555555555
1015,570,160.34722222222214
1020,570,161.1388888888888
1025,570,161.93055555555546
1030,570,162.72222222222211
1035,570,163.51388888888877
1040,570,164.30555555555543
1045,570,165.0972222222221
1050,570,165.88888888888874
1055,570,166.6805555555554
1060,570,167.47222222222206
1065,570,168.26388888888872
1070,570,169.05555555555537
1075,570,169.84722222222203
1080,570,170.6388888888887
1085,570,171.43055555555534
1090,570,172.222222222222
1095,570,173.01388888888866
1100,570,173.80555555555532
1105,570,174.59722222222197
1110,570,175.38888888888863
1115,570,176.1805555555553
1120,570,176.97222222222194
1125,570,177.7638888888886
1130,570,178.55555555555526
1135,570,179.34722222222192
1140,570,180.13888888888857
1145,570,180.93055555555523
1150,570,181.7222222222219
1155,570,182.51388888888854
1160,570,183.3055555555552
1165,570,184.09722222222186
1170,570,184.88888888888852
1175,570,185.68055555555517
1180,570,186.47222222222183
1185,570,187.2638888888885
1190,570,188.05555555555515
1195,570,188.8472222222218
1200,570,189.63888888888846
1205,570,190.43055555555512
1210,570,191.22222222222177
1215,570,192.01388888888843
1220,570,192.8055555555551
1225,570,193.59722222222175
1230,570,194.3888888888884
1235,570,195.18055555555506
1240,570,195.97222222222172
1245,570,196.76388888888837
1250,570,197.55555555555503
1255,570,198.3472222222217
1260,570,199.13888888888835
1265,570,199.930555555555
1270,570,200.72222222222166
1275,570,201.51388888888832
1280,570,202.30555555555497
1285,570,203.09722222222163
1290,570,203.8888888888883
1295,570,204.68055555555495
1300,570,205.4722222222216
1305,570,206.26388888888826
1310,570,207.05555555555492
1315,570,207.84722222222157
1320,570,208.63888888888823
1325,570,209.4305555555549
1330,570,210.22222222222155
1335,570,211.0138888888882
1340,570,211.80555555555486
1345,570,212.59722222222152
1350,570,213.38888888888818
1355,570,214.18055555555483
1360,570,214.9722222222215
1365,570,215.76388888888815
1370,570,216.5555555555548
1375,570,217.34722222222146
1380,570,218.13888888888812
1385,570,218.93055555555478
1390,570,219.72222222222143
1395,570,220.5138888888881
1400,570,221.30555555555475
1405,570,222.0972222222214
1410,570,222.88888888888806
1415,570,223.68055555555472
1420,570,224.47222222222138
1425,570,225.26388888888803
1430,570,226.0555555555547
1435,570,226.84722222222135
1440,570,227.638888888888
1445,570,228.43055555555466
1450,570,229.22222222222132
1455,570,230.01388888888798
1460,570,230.80555555555463
1465,570,231.5972222222213
1470,570,232.38888888888795
1475,570,233.1805555555546
1480,570,233.97222222222126
1485,570,234.76388888888792
1490,570,235.55555555555458
1495,570,236.34722222222123
1500,570,237.1388888888879
1505,570,237.93055555555455
1510,570,238.7222222222212
1515,570,239.51388888888786
1520,570,240.30555555555452
1525,570,241.09722222222118
1530,570,241.88888888888783
1535,570,242.6805555555545
1540,570,243.47222222222115
1545,570,244.2638888888878
1550,570,245.05555555555446
1555,570,245.84722222222112
1560,570,246.63888888888778
1565,570,247.43055555555443
1570,570,248.2222222222211
1575,570,249.01388888888775
1580,570,249.8055555555544
1585,570,250.59722222222106
1590,570,251.38888888888772
1595,570,252.18055555555438
1600,570,252.97222222222103
1605,570,253.7638888888877
1610,570,254.55555555555435
1615,570,255.347222222221
1620,570,256.13888888888766
1625,570,256.93055555555435
1630,570,257.72222222222103
1635,570,258.5138888888877
1640,570,259.3055555555544
1645,570,260.0972222222211
1650,570,260.8888888888878
1655,570,261.68055555555446
1660,570,262.47222222222115
1665,570,263.26388888888783
1670,570,264.0555555555545
1675,570,264.8472222222212
1680,570,265.6388888888879
1685,570,266.4305555555546
1690,570,267.22222222222126
1695,570,268.01388888888795
1700,570,268.80555555555463
1705,570,269.5972222222213
1710,570,270.388888888888
1715,570,271.1805555555547
1720,570,271.9722222222214
1725,570,272.76388888888806
1730,570,273.55555555555475
1735,570,274.34722222222143
1740,570,275.1388888888881
1745,570,275.9305555555548
1750,570,276.7222222222215
1755,570,277.5138888888882
1760,570,278.30555555555486
1765,570,279.09722222222155
1770,570,279.88888888888823
1775,570,280.6805555555549
1780,570,281.4722222222216
1785,570,282.2638888888883
1790,570,283.055555555555
1795,570,283.84722222222166
1800,570,284.63888888888835
1805,570,285.43055555555503
1810,570,286.2222222222217
1815,570,287.0138888888884
1820,570,287.8055555555551
1825,570,288.5972222222218
1830,570,289.38888888888846
1835,570,290.18055555555515
1840,570,290.97222222222183
1845,570,291.7638888888885
1850,570,292.5555555555552
1855,570,293.3472222222219
1860,570,294.1388888888886
1865,570,294.93055555555526
1870,570,295.72222222222194
1875,570,296.51388888888863
1880,570,297.3055555555553
1885,570,298.097222222222
1890,570,298.8888888888887
1895,570,299.6805555555554
1900,570,300.47222222222206
1905,570,301.26388888888874
1910,570,302.05555555555543
1915,570,302.8472222222221
1920,570,303.6388888888888
1925,570,304.4305555555555
1930,570,305.2222222222222
1935,570,306.01388888888886
1940,570,306.80555555555554
1945,570,307.59722222222223
1950,570,308.3888888888889
1955,570,309.1805555555556
1960,570,309.9722222222223
1965,570,310.76388888888897
1970,570,311.55555555555566
1975,570,312.34722222222234
1980,570,313.138888888889
1985,570,313.9305555555557
1990,570,314.7222222222224
1995,570,315.5138888888891
2000,570,316.30555555555577
2005,570,317.09722222222246
2010,570,317.88888888888914
2015,570,318.6805555555558
2020,570,319.4722222222225
2025,570,320.2638888888892
2030,570,321.0555555555559
2035,570,321.84722222222257
2040,570,322.63888888888926
2045,570,323.43055555555594
2050,570,324.2222222222226
2055,570,325.0138888888893
2060,570,325.805555555556
2065,570,326.5972222222227
2070,570,327.38888888888937
2075,570,328.18055555555605
2080,570,328.97222222222274
2085,570,329.7638888888894
2090,570,330.5555555555561
2095,570,331.3472222222228
2100,570,332.1388888888895
2105,570,332.93055555555617
2110,570,333.72222222222285
2115,570,334.51388888888954
2120,570,335.3055555555562
2125,570,336.0972222222229
2130,570,336.8888888888896
2135,570,337.6805555555563
2140,570,338.47222222222297
2145,570,339.26388888888965
2150,570,340.05555555555634
2155,570,340.847222222223
2160,570,341.6388888888897
2165,570,342.4305555555564
2170,570,343.2222222222231
2175,570,344.01388888888977
2180,570,344.80555555555645
2185,570,345.59722222222314
2190,570,346.3888888888898
2195,570,347.1805555555565
2200,570,347.9722222222232
2205,570,348.7638888888899
2210,570,349.55555555555657
2215,570,350.34722222222325
2220,570,351.13888888888994
2225,570,351.9305555555566
2230,570,352.7222222222233
2235,570,353.51388888889
2240,570,354.3055555555567
2245,570,355.09722222222337
2250,570,355.88888888889005
2255,570,356.68055555555674
2260,570,357.4722222222234
2265,570,358.2638888888901
2270,570,359.0555555555568
2275,570,359.8472222222235
2280,570,360.63888888889016
2285,570,361.43055555555685
2290,570,362.22222222222354
2295,570,363.0138888888902
2300,570,363.8055555555569
2305,570,364.5972222222236
2310,570,365.3888888888903
2315,570,366.18055555555696
2320,570,366.97222222222365
2325,570,367.76388888889034
2330,570,368.555555555557
2335,570,369.3472222222237
2340,570,370.1388888888904
2345,570,370.9305555555571
2350,570,371.72222222222376
2355,570,372.51388888889045
2360,570,373.30555555555713
2365,570,374.0972222222238
2370,570,374.8888888888905
2375,570,375.6805555555572
2380,570,376.4722222222239
2385,570,377.26388888889056
2390,570,378.05555555555725
2395,570,378.84722222222393
2400,570,379.6388888888906
2405,570,380.4305555555573
2410,570,381.222222222224
2415,570,382.0138888888907
2420,570,382.80555555555736
2425,570,383.59722222222405
2430,570,384.38888888889073
2435,570,385.1805555555574
2440,570,385.9722222222241
2445,570,386.7638888888908
2450,570,387.5555555555575
2455,570,388.34722222222416
2460,570,389.13888888889085
2465,570,389.93055555555753
2470,570,390.7222222222242
2475,570,391.5138888888909
2480,570,392.3055555555576
2485,570,393.0972222222243
2490,570,393.88888888889096
2495,570,394.68055555555765
2500,570,395.47222222222433
2505,570,396.263888888891
2510,570,397.0555555555577
2515,570,397.8472222222244
2520,570,398.6388888888911
2525,570,399.43055555555776
2530,570,400.22222222222445
2535,570,401.01388888889113
2540,570,401.8055555555578
2545,570,402.5972222222245
2550,570,403.3888888888912
2555,570,404.1805555555579
2560,570,404.97222222222456
2565,570,405.76388888889124
2570,570,406.55555555555793
2575,570,407.3472222222246
2580,570,408.1388888888913
2585,570,408.930555555558
2590,570,409.7222222222247
2595,570,410.51388888889136
2600,570,411.30555555555804
2605,570,412.09722222222473
2610,570,412.8888888888914
2615,570,413.6805555555581
2620,570,414.4722222222248
2625,570,415.2638888888915
2630,570,416.05555555555816
2635,570,416.84722222222484
2640,570,417.63888888889153
2645,570,418.4305555555582
2650,570,419.2222222222249
2655,570,420.0138888888916
2660,570,420.80555555555827
2665,570,421.59722222222496
2670,570,422.38888888889164
2675,570,423.1805555555583
2680,570,423.972222222225
2685,570,424.7638888888917
2690,570,425.5555555555584
2695,570,426.34722222222507
2700,570,427.13888888889176
2705,570,427.93055555555844
2710,570,428.7222222222251
2715,570,429.5138888888918
2720,570,430.3055555555585
2725,570,431.0972222222252
2730,570,431.88888888889187
2735,570,432.68055555555856
2740,570,433.47222222222524
2745,570,434.2638888888919
2750,570,435.0555555555586
2755,570,435.8472222222253
2760,570,436.638888888892
2765,570,437.43055555555867
2770,570,438.22222222222535
2775,570,439.01388888889204
2780,570,439.8055555555587
2785,570,440.5972222222254
2790,570,441.3888888888921
2795,570,442.1805555555588
2800,570,442.97222222222547
2805,570,443.76388888889215
2810,570,444.55555555555884
2815,570,445.3472222222255
2820,570,446.1388888888922
2825,570,446.9305555555589
2830,570,447.7222222222256
2835,570,448.51388888889227
2840,570,449.30555555555895
2845,570,450.09722222222564
2850,570,450.8888888888923
2855,570,451.680555555559
2860,570,452.4722222222257
2865,570,453.2638888888924
2870,570,454.05555555555907
2875,570,454.84722222222575
2880,570,455.63888888889244
2885,570,456.4305555555591
2890,570,457.2222222222258
2895,570,458.0138888888925
2900,570,458.8055555555592
2905,570,459.59722222222587
2910,570,460.38888888889255
2915,570,461.18055555555924
2920,570,461.9722222222259
2925,570,462.7638888888926
2930,570,463.5555555555593
2935,570,464.347222222226
2940,570,465.13888888889267
2945,570,465.93055555555935
2950,570,466.72222222222604
2955,570,467.5138888888927
2960,570,468.3055555555594
2965,570,469.0972222222261
2970,570,469.8888888888928
2975,570,470.68055555555947
2980,570,471.47222222222615
2985,570,472.26388888889284
2990,570,473.0555555555595
2995,570,473.8472222222262
3000,570,474.6388888888929
3005,570,475.4305555555596
3010,570,476.22222222222626
3015,570,477.01388888889295
3020,570,477.80555555555964
3025,570,478.5972222222263
3030,570,479.388888888893
3035,570,480.1805555555597
3040,570,480.9722222222264
3045,570,481.76388888889306
3050,570,482.55555555555975
3055,570,483.34722222222643
3060,570,484.1388888888931
3065,570,484.9305555555598
3070,570,485.7222222222265
3075,570,486.5138888888932
3080,570,487.30555555555986
3085,570,488.09722222222655
3090,570,488.88888888889323
3095,570,489.6805555555599
3100,570,490.4722222222266
3105,570,491.2638888888933
3110,570,492.05555555556
3115,570,492.84722222222666
3120,570,493.63888888889335
3125,570,494.43055555556003
3130,570,495.2222222222267
3135,570,496.0138888888934
3140,570,496.8055555555601
3145,570,497.5972222222268
3150,570,498.38888888889346
3155,570,499.18055555556015
3160,570,499.97222222222683
3165,570,500.7638888888935
3170,570,501.5555555555602
3175,570,502.3472222222269
3180,570,503.1388888888936
3185,570,503.93055555556026
3190,570,504.72222222222695
3195,570,505.51388888889363
3200,570,506.3055555555603
3205,570,507.097222222227
3210,570,507.8888888888937
3215,570,508.6805555555604
3220,570,509.47222222222706
3225,570,510.26388888889375
3230,570,511.05555555556043
3235,570,511.8472222222271
3240,570,512.6388888888938
3245,570,513.4305555555604
3250,570,514.2222222222271
3255,570,515.0138888888937
3260,570,515.8055555555603
3265,570,516.597222222227
3270,570,517.3888888888936
3275,570,518.1805555555602
3280,570,518.9722222222268
3285,570,519.7638888888935
3290,570,520.5555555555601
3295,570,521.3472222222267
3300,570,522.1388888888933
3305,570,522.93055555556
3310,570,523.7222222222266
3315,570,524.5138888888932
3320,570,525.3055555555599
3325,570,526.0972222222265
3330,570,526.8888888888931
3335,570,527.6805555555597
3340,570,528.4722222222264
3345,570,529.263888888893
3350,570,530.0555555555596
3355,570,530.8472222222263
3360,570,531.6388888888929
3365,570,532.4305555555595
3370,570,533.2222222222262
3375,570,534.0138888888928
3380,570,534.8055555555594
3385,570,535.597222222226
3390,570,536.3888888888927
3395,570,537.1805555555593
3400,570,537.9722222222259
3405,570,538.7638888888926
3410,570,539.5555555555592
3415,570,540.3472222222258
3420,570,541.1388888888924
3425,570,541.9305555555591
3430,570,542.7222222222257
3435,570,543.5138888888923
3440,570,544.305555555559
3445,570,545.0972222222256
3450,570,545.8888888888922
3455,570,546.6805555555588
3460,570,547.4722222222255
3465,570,548.2638888888921
3470,570,549.0555555555587
3475,570,549.8472222222254
3480,570,550.638888888892
3485,570,551.4305555555586
3490,570,552.2222222222252
3495,570,553.0138888888919
3500,570,553.8055555555585
3505,570,554.5972222222251
3510,570,555.3888888888918
3515,570,556.1805555555584
3520,570,556.972222222225
3525,570,557.7638888888916
3530,570,558.5555555555583
3535,570,559.3472222222249
3540,570,560.1388888888915
3545,570,560.9305555555582
3550,570,561.7222222222248
3555,570,562.5138888888914
3560,570,563.305555555558
3565,570,564.0972222222247
3570,570,564.8888888888913
3575,570,565.6805555555579
3580,570,566.4722222222246
3585,570,567.2638888888912
3590,570,568.0555555555578
3595,570,568.8472222222244
3600,570,569.6388888888911
3605,570,570.4305555555577
3610,570,571.2222222222243
3615,570,572.013888888891
3620,570,572.8055555555576
3625,570,573.5972222222242
3630,570,574.3888888888908
3635,570,575.1805555555575
3640,570,575.9722222222241
3645,570,576.7638888888907
3650,570,577.5555555555574
3655,570,578.347222222224
3660,570,579.1388888888906
3665,570,579.9305555555572
3670,570,580.7222222222239
3675,570,581.5138888888905
3680,570,582.3055555555571
3685,570,583.0972222222238
3690,570,583.8888888888904
3695,570,584.680555555557
3700,570,585.4722222222236
3705,570,586.2638888888903
3710,570,587.0555555555569
3715,570,587.8472222222235
3720,570,588.6388888888902
3725,570,589.4305555555568
3730,570,590.2222222222234
3735,570,591.01388888889
3740,570,591.8055555555567
3745,570,592.5972222222233
3750,570,593.3888888888899
3755,570,594.1805555555566
3760,570,594.9722222222232
3765,570,595.7638888888898
3770,570,596.5555555555565
3775,570,597.3472222222231
3780,570,598.1388888888897
3785,570,598.9305555555563
3790,570,599.722222222223
3795,570,600.5138888888896
3800,570,601.3055555555562
3805,570,602.0972222222229
3810,570,602.8888888888895
3815,570,603.6805555555561
3820,570,604.4722222222227
3825,570,605.2638888888894
3830,570,606.055555555556
3835,570,606.8472222222226
3840,570,607.6388888888893
3845,570,608.4305555555559
3850,570,609.2222222222225
3855,570,610.0138888888891
3860,570,610.8055555555558
3865,570,611.5972222222224
3870,570,612.388888888889
3875,570,613.1805555555557
3880,570,613.9722222222223
3885,570,614.7638888888889
3890,570,615.5555555555555
3895,570,616.3472222222222
3900,570,617.1388888888888
3905,570,617.9305555555554
3910,570,618.7222222222221
3915,570,619.5138888888887
3920,570,620.3055555555553
3925,570,621.097222222222
3930,570,621.8888888888886
3935,570,622.6805555555552
3940,570,623.4722222222218
3945,570,624.2638888888885
3950,570,625.0555555555551
3955,570,625.8472222222217
3960,570,626.6388888888883
3965,570,627.430555555555
3970,570,628.2222222222216
3975,570,629.0138888888882
3980,570,629.8055555555549
3985,570,630.5972222222215
3990,570,631.3888888888881
3995,570,632.1805555555547
4000,570,632.9722222222214
4005,570,633.763888888888
4010,570,634.5555555555546
4015,570,635.3472222222213
4020,570,636.1388888888879
4025,570,636.9305555555545
4030,570,637.7222222222211
4035,570,638.5138888888878
4040,570,639.3055555555544
4045,570,640.097222222221
4050,570,640.8888888888877
4055,570,641.6805555555543
4060,570,642.4722222222209
4065,570,643.2638888888875
4070,570,644.0555555555542
4075,570,644.8472222222208
4080,570,645.6388888888874
4085,570,646.4305555555541
4090,570,647.2222222222207
4095,570,648.0138888888873
4100,570,648.805555555554
4105,570,649.5972222222206
4110,570,650.3888888888872
4115,570,651.1805555555538
4120,570,651.9722222222205
4125,570,652.7638888888871
4130,570,653.5555555555537
4135,570,654.3472222222204
4140,570,655.138888888887
4145,570,655.9305555555536
4150,570,656.7222222222202
4155,570,657.5138888888869
4160,570,658.3055555555535
4165,570,659.0972222222201
4170,570,659.8888888888868
4175,570,660.6805555555534
4180,570,661.47222222222
4185,570,662.2638888888866
4190,570,663.0555555555533
4195,570,663.8472222222199
4200,570,664.6388888888865
4205,570,665.4305555555532
4210,570,666.2222222222198
4215,570,667.0138888888864
4220,570,667.805555555553
4225,570,668.5972222222197
4230,570,669.3888888888863
4235,570,670.1805555555529
4240,570,670.9722222222196
4245,570,671.7638888888862
4250,570,672.5555555555528
4255,570,673.3472222222194
4260,570,674.1388888888861
4265,570,674.9305555555527
4270,570,675.7222222222193
4275,570,676.513888888886
4280,570,677.3055555555526
4285,570,678.0972222222192
4290,570,678.8888888888858
4295,570,679.6805555555525
4300,570,680.4722222222191
4305,570,681.2638888888857
4310,570,682.0555555555524
4315,570,682.847222222219
4320,570,683.6388888888856
4325,570,684.4305555555522
4330,570,685.2222222222189
4335,570,686.0138888888855
4340,570,686.8055555555521
4345,570,687.5972222222188
4350,570,688.3888888888854
4355,570,689.180555555552
4360,570,689.9722222222186
4365,570,690.7638888888853
4370,570,691.5555555555519
4375,570,692.3472222222185
4380,570,693.1388888888852
4385,570,693.9305555555518
4390,570,694.7222222222184
4395,570,695.513888888885
4400,570,696.3055555555517
4405,570,697.0972222222183
4410,570,697.8888888888849
4415,570,698.6805555555516
4420,570,699.4722222222182
4425,570,700.2638888888848
4430,570,701.0555555555515
4435,570,701.8472222222181
4440,570,702.6388888888847
4445,570,703.4305555555513
4450,570,704.222222222218
4455,570,705.0138888888846
4460,570,705.8055555555512
4465,570,706.5972222222179
4470,570,707.3888888888845
4475,570,708.1805555555511
4480,570,708.9722222222177
4485,570,709.7638888888844
4490,570,710.555555555551
4495,570,711.3472222222176
4500,570,712.1388888888843
4505,570,712.9305555555509
4510,570,713.7222222222175
4515,570,714.5138888888841
4520,570,715.3055555555508
4525,570,716.0972222222174
4530,570,716.888888888884
4535,570,717.6805555555507
4540,570,718.4722222222173
4545,570,719.2638888888839
4550,570,720.0555555555505
4555,570,720.8472222222172
4560,570,721.6388888888838
4565,570,722.4305555555504
4570,570,723.222222222217
4575,570,724.0138888888837
4580,570,724.8055555555503
4585,570,725.5972222222169
4590,570,726.3888888888836
4595,570,727.1805555555502
4600,570,727.9722222222168
4605,570,728.7638888888835
4610,570,729.5555555555501
4615,570,730.3472222222167
4620,570,731.1388888888833
4625,570,731.93055555555
4630,570,732.7222222222166
4635,570,733.5138888888832
4640,570,734.3055555555499
4645,570,735.0972222222165
4650,570,735.8888888888831
4655,570,736.6805555555497
4660,570,737.4722222222164
4665,570,738.263888888883
4670,570,739.0555555555496
4675,570,739.8472222222163
4680,570,740.6388888888829
4685,570,741.4305555555495
4690,570,742.2222222222161
4695,570,743.0138888888828
4700,570,743.8055555555494
4705,570,744.597222222216
4710,570,745.3888888888827
4715,570,746.1805555555493
4720,570,746.9722222222159
4725,570,747.7638888888825
4730,570,748.5555555555492
4735,570,749.3472222222158
4740,570,750.1388888888824
4745,570,750.9305555555491
4750,570,751.7222222222157
4755,570,752.5138888888823
4760,570,753.305555555549
4765,570,754.0972222222156
4770,570,754.8888888888822
4775,570,755.6805555555488
4780,570,756.4722222222155
4785,570,757.2638888888821
4790,570,758.0555555555487
4795,570,758.8472222222154
4800,570,759.638888888882
4805,570,760.4305555555486
4810,570,761.2222222222152
4815,570,762.0138888888819
4820,570,762.8055555555485
4825,570,763.5972222222151
4830,570,764.3888888888818
4835,570,765.1805555555484
4840,570,765.972222222215
4845,570,766.7638888888816
4850,570,767.5555555555483
4855,570,768.3472222222149
4860,570,769.1388888888815
4865,570,769.9305555555482
4870,570,770.7222222222148
4875,570,771.5138888888814
4880,570,772.305555555548
4885,570,773.0972222222147
4890,570,773.8888888888813
4895,570,774.6805555555479
4900,570,775.4722222222146
4905,570,776.2638888888812
4910,570,777.0555555555478
4915,570,777.8472222222144
